Order ID,Product Category,Product, Sales ,Quantity,Discount, Profit , Shipping Cost 
FA-2015-28924,Fashion,Running Shoes, $224.0 ,4,0.01, $135.0 , $13.5 
FA-2015-28925,Fashion,Formal Shoes, $213.0 ,3,0.03, $113.8 , $11.4 
FA-2015-28926,Fashion,Sneakers, $62.0 ,5,0.01, $12.4 , $1.2 
FA-2015-28927,Fashion,Titak watch, $228.0 ,5,0.01, $136.6 , $13.7 
FA-2015-28928,Fashion,Fossil Watch, $159.0 ,1,0.03, $74.2 , $7.4 
FA-2015-28929,Fashion,T - Shirts, $248.0 ,3,0.03, $145.7 , $14.6 
FA-2015-28930,Fashion,Shirts, $196.0 ,1,0.04, $108.2 , $10.8 
FA-2015-28931,Fashion,Jeans, $218.0 ,5,0.04, $94.4 , $9.4 
FA-2015-28932,Fashion,Suits, $109.0 ,2,0.02, $24.6 , $2.5 
FA-2015-28933,Fashion,Sports Wear, $85.0 ,2,0.01, $3.3 , $0.3 
FA-2015-28934,Fashion,Casula Shoes, $122.0 ,2,0.02, $37.1 , $3.7 
FA-2015-28935,Fashion,Running Shoes, $224.0 ,3,0.02, $130.6 , $13.1 
FA-2015-28936,Fashion,Formal Shoes, $213.0 ,5,0.01, $122.4 , $12.2 
FA-2015-28937,Fashion,Sneakers, $62.0 ,1,0.03, $62.0 , $6.2 
FA-2015-28938,Fashion,Titak watch, $228.0 ,5,0.03, $113.8 , $11.4 
FA-2015-28939,Fashion,Fossil Watch, $159.0 ,5,0.04, $47.2 , $4.7 
FA-2015-28940,Fashion,T - Shirts, $248.0 ,3,0.03, $145.7 , $14.6 
FA-2015-28941,Fashion,Shirts, $196.0 ,4,0.05, $76.8 , $7.7 
FA-2015-28942,Fashion,Jeans, $218.0 ,5,0.04, $94.4 , $9.4 
FA-2015-28943,Fashion,Suits, $109.0 ,2,0.02, $24.6 , $2.5 
FA-2015-28944,Fashion,Sports Wear, $85.0 ,1,0.05, $0.8 , $0.1 
FA-2015-28945,Fashion,Casula Shoes, $122.0 ,2,0.05, $29.8 , $3.0 
FA-2015-28946,Fashion,Running Shoes, $224.0 ,1,0.05, $132.8 , $13.3 
FA-2015-28947,Fashion,Formal Shoes, $213.0 ,3,0.01, $126.6 , $12.7 
FA-2015-28948,Fashion,Sneakers, $62.0 ,5,0.01, $12.4 , $1.2 
FA-2015-28949,Fashion,Titak watch, $228.0 ,3,0.05, $113.8 , $11.4 
FA-2015-28950,Fashion,Fossil Watch, $159.0 ,3,0.03, $64.7 , $6.5 
FA-2015-28951,Fashion,T - Shirts, $248.0 ,3,0.05, $130.8 , $13.1 
FA-2015-28952,Fashion,Shirts, $196.0 ,3,0.02, $104.2 , $10.4 
FA-2015-28953,Fashion,Jeans, $218.0 ,3,0.04, $111.8 , $11.2 
FA-2015-28954,Fashion,Suits, $109.0 ,4,0.05, $7.2 , $0.7 
FA-2015-28955,Fashion,Sports Wear, $85.0 ,2,0.05, $42.5 , $4.3 
FA-2015-28956,Fashion,Casula Shoes, $122.0 ,4,0.05, $17.6 , $1.8 
FA-2015-28957,Fashion,Running Shoes, $224.0 ,1,0.05, $132.8 , $13.3 
FA-2015-28958,Fashion,Formal Shoes, $213.0 ,2,0.01, $128.7 , $12.9 
FA-2015-28959,Fashion,Sneakers, $62.0 ,3,0.03, $20.7 , $2.1 
FA-2015-28960,Fashion,Titak watch, $228.0 ,1,0.03, $141.2 , $14.1 
FA-2015-28961,Fashion,Fossil Watch, $159.0 ,2,0.01, $75.8 , $7.6 
FA-2015-28962,Fashion,T - Shirts, $248.0 ,2,0.03, $153.1 , $15.3 
FA-2015-28963,Fashion,Shirts, $196.0 ,3,0.03, $98.4 , $9.8 
FA-2015-28964,Fashion,Jeans, $218.0 ,2,0.04, $120.6 , $12.1 
FA-2015-28965,Fashion,Suits, $109.0 ,2,0.01, $26.8 , $2.7 
FA-2015-28966,Fashion,Sports Wear, $85.0 ,2,0.03, $42.5 , $4.3 
FA-2015-28967,Fashion,Casula Shoes, $122.0 ,5,0.03, $23.7 , $2.4 
FA-2015-28968,Fashion,Running Shoes, $224.0 ,4,0.02, $126.1 , $12.6 
FA-2015-28969,Fashion,Formal Shoes, $213.0 ,5,0.02, $111.7 , $11.2 
FA-2015-28970,Fashion,Sneakers, $62.0 ,2,0.04, $31.0 , $3.1 
FA-2015-28971,Fashion,Titak watch, $228.0 ,5,0.02, $125.2 , $12.5 
FA-2015-28972,Fashion,Fossil Watch, $159.0 ,2,0.01, $75.8 , $7.6 
FA-2015-28973,Fashion,T - Shirts, $248.0 ,5,0.03, $130.8 , $13.1 
FA-2015-28974,Fashion,Shirts, $196.0 ,2,0.05, $96.4 , $9.6 
FA-2015-28975,Fashion,Jeans, $218.0 ,1,0.05, $127.1 , $12.7 
FA-2015-28976,Fashion,Suits, $109.0 ,1,0.04, $24.6 , $2.5 
FA-2015-28977,Fashion,Sports Wear, $85.0 ,4,0.05, $21.3 , $2.1 
FA-2015-28978,Fashion,Casula Shoes, $122.0 ,3,0.02, $34.7 , $3.5 
FA-2015-28979,Fashion,Running Shoes, $224.0 ,3,0.03, $123.8 , $12.4 
FA-2015-28980,Fashion,Formal Shoes, $213.0 ,5,0.05, $79.8 , $8.0 
FA-2015-28981,Fashion,Sneakers, $62.0 ,5,0.02, $12.4 , $1.2 
FA-2015-28982,Fashion,Titak watch, $228.0 ,1,0.03, $141.2 , $14.1 
FA-2015-28983,Fashion,Fossil Watch, $159.0 ,4,0.03, $59.9 , $6.0 
FA-2015-28984,Fashion,T - Shirts, $248.0 ,4,0.05, $118.4 , $11.8 
FA-2015-28985,Fashion,Shirts, $196.0 ,3,0.02, $104.2 , $10.4 
FA-2015-28986,Fashion,Jeans, $218.0 ,1,0.01, $135.8 , $13.6 
FA-2015-28987,Fashion,Suits, $109.0 ,3,0.04, $15.9 , $1.6 
FA-2015-28988,Fashion,Sports Wear, $85.0 ,3,0.01, $2.5 , $0.2 
FA-2015-28989,Fashion,Casula Shoes, $122.0 ,3,0.02, $34.7 , $3.5 
FA-2015-28990,Fashion,Running Shoes, $224.0 ,3,0.05, $110.4 , $11.0 
FA-2015-28991,Fashion,Formal Shoes, $213.0 ,5,0.05, $79.8 , $8.0 
FA-2015-28992,Fashion,Sneakers, $62.0 ,1,0.04, $62.0 , $6.2 
FA-2015-28993,Fashion,Titak watch, $228.0 ,4,0.02, $129.8 , $13.0 
FA-2015-28994,Fashion,Fossil Watch, $159.0 ,2,0.04, $66.3 , $6.6 
FA-2015-28995,Fashion,T - Shirts, $248.0 ,4,0.05, $118.4 , $11.8 
FA-2015-28996,Fashion,Shirts, $196.0 ,1,0.03, $110.1 , $11.0 
FA-2015-28997,Fashion,Jeans, $218.0 ,3,0.02, $124.9 , $12.5 
FA-2015-28998,Fashion,Suits, $109.0 ,4,0.02, $20.3 , $2.0 
FA-2015-28999,Fashion,Sports Wear, $85.0 ,4,0.02, $21.3 , $2.1 
FA-2015-29000,Fashion,Casula Shoes, $122.0 ,5,0.04, $17.6 , $1.8 
FA-2015-29001,Fashion,Running Shoes, $224.0 ,4,0.05, $99.2 , $9.9 
FA-2015-29002,Fashion,Formal Shoes, $213.0 ,3,0.02, $120.2 , $12.0 
FA-2015-29003,Fashion,Sneakers, $62.0 ,1,0.02, $62.0 , $6.2 
FA-2015-29004,Fashion,Titak watch, $228.0 ,4,0.02, $129.8 , $13.0 
FA-2015-29005,Fashion,Fossil Watch, $159.0 ,4,0.04, $53.6 , $5.4 
FA-2015-29006,Fashion,T - Shirts, $248.0 ,2,0.04, $148.2 , $14.8 
FA-2015-29007,Fashion,Shirts, $196.0 ,2,0.02, $108.2 , $10.8 
FA-2015-29008,Fashion,Jeans, $218.0 ,2,0.05, $116.2 , $11.6 
FA-2015-29009,Fashion,Suits, $109.0 ,1,0.04, $24.6 , $2.5 
FA-2015-29010,Fashion,Sports Wear, $85.0 ,1,0.03, $2.5 , $0.2 
FA-2015-29011,Fashion,Casula Shoes, $122.0 ,4,0.05, $17.6 , $1.8 
FA-2015-29012,Fashion,Running Shoes, $224.0 ,5,0.02, $121.6 , $12.2 
FA-2015-29013,Fashion,Formal Shoes, $213.0 ,3,0.01, $126.6 , $12.7 
FA-2015-29014,Fashion,Sneakers, $62.0 ,1,0.01, $62.0 , $6.2 
FA-2015-29015,Fashion,Titak watch, $228.0 ,2,0.03, $134.3 , $13.4 
FA-2015-29016,Fashion,Fossil Watch, $159.0 ,5,0.02, $63.1 , $6.3 
FA-2015-29017,Fashion,T - Shirts, $248.0 ,5,0.05, $106.0 , $10.6 
FA-2015-29018,Fashion,Shirts, $196.0 ,2,0.01, $112.1 , $11.2 
FA-2015-29019,Fashion,Jeans, $218.0 ,2,0.03, $124.9 , $12.5 
FA-2015-29020,Fashion,Suits, $109.0 ,3,0.04, $15.9 , $1.6 
FA-2015-29021,Fashion,Sports Wear, $85.0 ,3,0.01, $2.5 , $0.2 
FA-2015-29022,Fashion,Casula Shoes, $122.0 ,2,0.01, $39.6 , $4.0 
FA-2015-29023,Fashion,Running Shoes, $224.0 ,1,0.02, $139.5 , $14.0 
FA-2015-29024,Fashion,Formal Shoes, $213.0 ,4,0.02, $116.0 , $11.6 
FA-2015-29025,Fashion,Sneakers, $62.0 ,1,0.01, $62.0 , $6.2 
FA-2015-29026,Fashion,Titak watch, $228.0 ,5,0.05, $91.0 , $9.1 
FA-2015-29027,Fashion,Fossil Watch, $159.0 ,5,0.04, $47.2 , $4.7 
FA-2015-29028,Fashion,T - Shirts, $248.0 ,2,0.01, $163.0 , $16.3 
FA-2015-29029,Fashion,Shirts, $196.0 ,5,0.02, $96.4 , $9.6 
FA-2015-29030,Fashion,Jeans, $218.0 ,1,0.05, $127.1 , $12.7 
FA-2015-29031,Fashion,Suits, $109.0 ,5,0.04, $7.2 , $0.7 
FA-2015-29032,Fashion,Sports Wear, $85.0 ,3,0.01, $2.5 , $0.2 
FA-2015-29033,Fashion,Casula Shoes, $122.0 ,2,0.05, $29.8 , $3.0 
FA-2015-29034,Fashion,Running Shoes, $224.0 ,5,0.03, $110.4 , $11.0 
FA-2015-29035,Fashion,Formal Shoes, $213.0 ,1,0.04, $124.5 , $12.4 
FA-2015-29036,Fashion,Sneakers, $62.0 ,3,0.03, $20.7 , $2.1 
FA-2015-29037,Fashion,Titak watch, $228.0 ,5,0.03, $113.8 , $11.4 
FA-2015-29038,Fashion,Fossil Watch, $159.0 ,2,0.04, $66.3 , $6.6 
FA-2015-29039,Fashion,T - Shirts, $248.0 ,1,0.04, $158.1 , $15.8 
FA-2015-29040,Fashion,Shirts, $196.0 ,3,0.02, $104.2 , $10.4 
FA-2015-29041,Fashion,Jeans, $218.0 ,1,0.01, $135.8 , $13.6 
FA-2015-29042,Fashion,Suits, $109.0 ,4,0.05, $7.2 , $0.7 
FA-2015-29043,Fashion,Sports Wear, $85.0 ,1,0.03, $2.5 , $0.2 
FA-2015-29044,Fashion,Casula Shoes, $122.0 ,5,0.05, $11.5 , $1.2 
FA-2015-29045,Fashion,Running Shoes, $224.0 ,2,0.05, $121.6 , $12.2 
FA-2015-29046,Fashion,Formal Shoes, $213.0 ,4,0.05, $90.4 , $9.0 
FA-2015-29047,Fashion,Sneakers, $62.0 ,3,0.02, $20.7 , $2.1 
FA-2015-29048,Fashion,Titak watch, $228.0 ,2,0.01, $143.4 , $14.3 
FA-2015-29049,Fashion,Fossil Watch, $159.0 ,1,0.01, $77.4 , $7.7 
FA-2015-29050,Fashion,T - Shirts, $248.0 ,4,0.01, $158.1 , $15.8 
FA-2015-29051,Fashion,Shirts, $196.0 ,2,0.03, $104.2 , $10.4 
FA-2015-29052,Fashion,Jeans, $218.0 ,4,0.02, $120.6 , $12.1 
FA-2015-29053,Fashion,Suits, $109.0 ,4,0.02, $20.3 , $2.0 
FA-2015-29054,Fashion,Sports Wear, $85.0 ,5,0.03, $17.0 , $1.7 
FA-2015-29055,Fashion,Casula Shoes, $122.0 ,5,0.01, $35.9 , $3.6 
FA-2015-29056,Fashion,Running Shoes, $224.0 ,4,0.05, $99.2 , $9.9 
FA-2015-29057,Fashion,Formal Shoes, $213.0 ,1,0.02, $128.7 , $12.9 
FA-2015-29058,Fashion,Sneakers, $62.0 ,3,0.05, $20.7 , $2.1 
FA-2015-29059,Fashion,Titak watch, $228.0 ,2,0.03, $134.3 , $13.4 
FA-2015-29060,Fashion,Fossil Watch, $159.0 ,1,0.02, $75.8 , $7.6 
FA-2015-29061,Fashion,T - Shirts, $248.0 ,3,0.05, $130.8 , $13.1 
FA-2015-29062,Fashion,Shirts, $196.0 ,3,0.01, $110.1 , $11.0 
FA-2015-29063,Fashion,Jeans, $218.0 ,3,0.05, $105.3 , $10.5 
FA-2015-29064,Fashion,Suits, $109.0 ,2,0.04, $20.3 , $2.0 
FA-2015-29065,Fashion,Sports Wear, $85.0 ,3,0.02, $28.3 , $2.8 
FA-2015-29066,Fashion,Casula Shoes, $122.0 ,2,0.03, $34.7 , $3.5 
FA-2015-29067,Fashion,Running Shoes, $224.0 ,1,0.02, $139.5 , $14.0 
FA-2015-29068,Fashion,Formal Shoes, $213.0 ,3,0.05, $101.1 , $10.1 
FA-2015-29069,Fashion,Sneakers, $62.0 ,4,0.03, $15.5 , $1.6 
FA-2015-29070,Fashion,Titak watch, $228.0 ,5,0.04, $102.4 , $10.2 
FA-2015-29071,Fashion,Fossil Watch, $159.0 ,1,0.02, $75.8 , $7.6 
FA-2015-29072,Fashion,T - Shirts, $248.0 ,1,0.02, $163.0 , $16.3 
FA-2015-29073,Fashion,Shirts, $196.0 ,5,0.01, $106.2 , $10.6 
FA-2015-29074,Fashion,Jeans, $218.0 ,3,0.04, $111.8 , $11.2 
FA-2015-29075,Fashion,Suits, $109.0 ,5,0.04, $7.2 , $0.7 
FA-2015-29076,Fashion,Sports Wear, $85.0 ,3,0.05, $28.3 , $2.8 
FA-2015-29077,Fashion,Casula Shoes, $122.0 ,1,0.05, $35.9 , $3.6 
FA-2015-29078,Fashion,Running Shoes, $224.0 ,1,0.05, $132.8 , $13.3 
FA-2015-29079,Fashion,Formal Shoes, $213.0 ,3,0.04, $107.4 , $10.7 
FA-2015-29080,Fashion,Sneakers, $62.0 ,5,0.01, $12.4 , $1.2 
FA-2015-29081,Fashion,Titak watch, $228.0 ,4,0.01, $138.9 , $13.9 
FA-2015-29082,Fashion,Fossil Watch, $159.0 ,2,0.03, $69.5 , $6.9 
FA-2015-29083,Fashion,T - Shirts, $248.0 ,4,0.04, $128.3 , $12.8 
FA-2015-29084,Fashion,Shirts, $196.0 ,3,0.03, $98.4 , $9.8 
FA-2015-29085,Fashion,Jeans, $218.0 ,2,0.04, $120.6 , $12.1 
FA-2015-29086,Fashion,Suits, $109.0 ,2,0.04, $20.3 , $2.0 
FA-2015-29087,Fashion,Sports Wear, $85.0 ,4,0.01, $1.6 , $0.2 
FA-2015-29088,Fashion,Casula Shoes, $122.0 ,4,0.01, $37.1 , $3.7 
FA-2015-29089,Fashion,Running Shoes, $224.0 ,4,0.04, $108.2 , $10.8 
FA-2015-29090,Fashion,Formal Shoes, $213.0 ,2,0.04, $116.0 , $11.6 
FA-2015-29091,Fashion,Sneakers, $62.0 ,2,0.04, $31.0 , $3.1 
FA-2015-29092,Fashion,Titak watch, $228.0 ,4,0.04, $111.5 , $11.2 
FA-2015-29093,Fashion,Fossil Watch, $159.0 ,1,0.05, $71.1 , $7.1 
FA-2015-29094,Fashion,T - Shirts, $248.0 ,5,0.02, $143.2 , $14.3 
FA-2015-29095,Fashion,Shirts, $196.0 ,2,0.01, $112.1 , $11.2 
FA-2015-29096,Fashion,Jeans, $218.0 ,5,0.04, $94.4 , $9.4 
FA-2015-29097,Fashion,Suits, $109.0 ,1,0.02, $26.8 , $2.7 
FA-2015-29098,Fashion,Sports Wear, $85.0 ,2,0.01, $3.3 , $0.3 
FA-2015-29099,Fashion,Casula Shoes, $122.0 ,1,0.02, $39.6 , $4.0 
FA-2015-29100,Fashion,Running Shoes, $224.0 ,1,0.02, $139.5 , $14.0 
FA-2015-29101,Fashion,Formal Shoes, $213.0 ,4,0.01, $124.5 , $12.4 
FA-2015-29102,Fashion,Sneakers, $62.0 ,1,0.01, $62.0 , $6.2 
FA-2015-29103,Fashion,Titak watch, $228.0 ,5,0.04, $102.4 , $10.2 
FA-2015-29104,Fashion,Fossil Watch, $159.0 ,5,0.02, $63.1 , $6.3 
FA-2015-29105,Fashion,T - Shirts, $248.0 ,1,0.02, $163.0 , $16.3 
FA-2015-29106,Fashion,Shirts, $196.0 ,1,0.04, $108.2 , $10.8 
FA-2015-29107,Fashion,Jeans, $218.0 ,2,0.04, $120.6 , $12.1 
FA-2015-29108,Fashion,Suits, $109.0 ,1,0.01, $27.9 , $2.8 
FA-2015-29109,Fashion,Sports Wear, $85.0 ,2,0.05, $42.5 , $4.3 
FA-2015-29110,Fashion,Casula Shoes, $122.0 ,4,0.01, $37.1 , $3.7 
FA-2015-29111,Fashion,Running Shoes, $224.0 ,1,0.01, $141.8 , $14.2 
FA-2015-29112,Fashion,Formal Shoes, $213.0 ,5,0.03, $101.1 , $10.1 
FA-2015-29113,Fashion,Sneakers, $62.0 ,4,0.04, $15.5 , $1.6 
FA-2015-29114,Fashion,Titak watch, $228.0 ,3,0.02, $134.3 , $13.4 
FA-2015-29115,Fashion,Fossil Watch, $159.0 ,3,0.01, $74.2 , $7.4 
FA-2015-29116,Fashion,T - Shirts, $248.0 ,1,0.05, $155.6 , $15.6 
FA-2015-29117,Fashion,Shirts, $196.0 ,1,0.01, $114.0 , $11.4 
FA-2015-29118,Fashion,Jeans, $218.0 ,2,0.05, $116.2 , $11.6 
FA-2015-29119,Fashion,Suits, $109.0 ,3,0.01, $25.7 , $2.6 
FA-2015-29120,Fashion,Sports Wear, $85.0 ,4,0.02, $21.3 , $2.1 
FA-2015-29121,Fashion,Casula Shoes, $122.0 ,5,0.05, $11.5 , $1.2 
FA-2015-29122,Fashion,Running Shoes, $224.0 ,3,0.05, $110.4 , $11.0 
FA-2015-29123,Fashion,Formal Shoes, $213.0 ,3,0.01, $126.6 , $12.7 
FA-2015-29124,Fashion,Sneakers, $62.0 ,3,0.05, $20.7 , $2.1 
FA-2015-29125,Fashion,Titak watch, $228.0 ,4,0.02, $129.8 , $13.0 
FA-2015-29126,Fashion,Fossil Watch, $159.0 ,3,0.01, $74.2 , $7.4 
FA-2015-29127,Fashion,T - Shirts, $248.0 ,4,0.01, $158.1 , $15.8 
FA-2015-29128,Fashion,Shirts, $196.0 ,3,0.01, $110.1 , $11.0 
FA-2015-29129,Fashion,Jeans, $218.0 ,1,0.05, $127.1 , $12.7 
FA-2015-29130,Fashion,Suits, $109.0 ,1,0.05, $23.6 , $2.4 
FA-2015-29131,Fashion,Sports Wear, $85.0 ,1,0.02, $3.3 , $0.3 
FA-2015-29132,Fashion,Casula Shoes, $122.0 ,2,0.05, $29.8 , $3.0 
FA-2015-29133,Fashion,Running Shoes, $224.0 ,5,0.05, $88.0 , $8.8 
FA-2015-29134,Fashion,Formal Shoes, $213.0 ,3,0.05, $101.1 , $10.1 
FA-2015-29135,Fashion,Sneakers, $62.0 ,2,0.02, $31.0 , $3.1 
FA-2015-29136,Fashion,Titak watch, $228.0 ,2,0.02, $138.9 , $13.9 
FA-2015-29137,Fashion,Fossil Watch, $159.0 ,4,0.05, $47.2 , $4.7 
FA-2015-29138,Fashion,T - Shirts, $248.0 ,3,0.01, $160.6 , $16.1 
FA-2015-29139,Fashion,Shirts, $196.0 ,4,0.01, $108.2 , $10.8 
FA-2015-29140,Fashion,Jeans, $218.0 ,1,0.03, $131.5 , $13.1 
FA-2015-29141,Fashion,Suits, $109.0 ,4,0.04, $11.6 , $1.2 
FA-2015-29142,Fashion,Sports Wear, $85.0 ,3,0.03, $28.3 , $2.8 
FA-2015-29143,Fashion,Casula Shoes, $122.0 ,4,0.01, $37.1 , $3.7 
FA-2015-29144,Fashion,Running Shoes, $224.0 ,3,0.02, $130.6 , $13.1 
FA-2015-29145,Fashion,Formal Shoes, $213.0 ,1,0.05, $122.4 , $12.2 
FA-2015-29146,Fashion,Sneakers, $62.0 ,5,0.02, $12.4 , $1.2 
FA-2015-29147,Fashion,Titak watch, $228.0 ,1,0.05, $136.6 , $13.7 
FA-2015-29148,Fashion,Fossil Watch, $159.0 ,5,0.01, $71.1 , $7.1 
FA-2015-29149,Fashion,T - Shirts, $248.0 ,5,0.01, $155.6 , $15.6 
FA-2015-29150,Fashion,Shirts, $196.0 ,2,0.02, $108.2 , $10.8 
FA-2015-29151,Fashion,Jeans, $218.0 ,1,0.01, $135.8 , $13.6 
FA-2015-29152,Fashion,Suits, $109.0 ,3,0.04, $15.9 , $1.6 
FA-2015-29153,Fashion,Sports Wear, $85.0 ,3,0.05, $28.3 , $2.8 
FA-2015-29154,Fashion,Casula Shoes, $122.0 ,5,0.03, $23.7 , $2.4 
FA-2015-29155,Fashion,Running Shoes, $224.0 ,5,0.02, $121.6 , $12.2 
FA-2015-29156,Fashion,Formal Shoes, $213.0 ,5,0.01, $122.4 , $12.2 
FA-2015-29157,Fashion,Sneakers, $62.0 ,2,0.02, $31.0 , $3.1 
FA-2015-29158,Fashion,Titak watch, $228.0 ,4,0.01, $138.9 , $13.9 
FA-2015-29159,Fashion,Fossil Watch, $159.0 ,3,0.01, $74.2 , $7.4 
FA-2015-29160,Fashion,T - Shirts, $248.0 ,5,0.02, $143.2 , $14.3 
FA-2015-29161,Fashion,Shirts, $196.0 ,3,0.01, $110.1 , $11.0 
FA-2015-29162,Fashion,Jeans, $218.0 ,4,0.01, $129.3 , $12.9 
FA-2015-29163,Fashion,Suits, $109.0 ,1,0.04, $24.6 , $2.5 
FA-2015-29164,Fashion,Sports Wear, $85.0 ,3,0.03, $28.3 , $2.8 
FA-2015-29165,Fashion,Casula Shoes, $122.0 ,4,0.04, $22.5 , $2.2 
FA-2015-29166,Fashion,Running Shoes, $224.0 ,1,0.05, $132.8 , $13.3 
FA-2015-29167,Fashion,Formal Shoes, $213.0 ,3,0.03, $113.8 , $11.4 
FA-2015-29168,Fashion,Sneakers, $62.0 ,2,0.05, $31.0 , $3.1 
FA-2015-29169,Fashion,Titak watch, $228.0 ,2,0.02, $138.9 , $13.9 
FA-2015-29170,Fashion,Fossil Watch, $159.0 ,5,0.04, $47.2 , $4.7 
FA-2015-29171,Fashion,T - Shirts, $248.0 ,2,0.02, $158.1 , $15.8 
FA-2015-29172,Fashion,Shirts, $196.0 ,1,0.01, $114.0 , $11.4 
FA-2015-29173,Fashion,Jeans, $218.0 ,2,0.01, $133.6 , $13.4 
FA-2015-29174,Fashion,Suits, $109.0 ,5,0.04, $7.2 , $0.7 
FA-2015-29175,Fashion,Sports Wear, $85.0 ,2,0.02, $1.6 , $0.2 
FA-2015-29176,Fashion,Casula Shoes, $122.0 ,5,0.01, $35.9 , $3.6 
FA-2015-29177,Fashion,Running Shoes, $224.0 ,3,0.02, $130.6 , $13.1 
FA-2015-29178,Fashion,Formal Shoes, $213.0 ,5,0.01, $122.4 , $12.2 
FA-2015-29179,Fashion,Sneakers, $62.0 ,3,0.01, $20.7 , $2.1 
FA-2015-29180,Fashion,Titak watch, $228.0 ,4,0.05, $102.4 , $10.2 
FA-2015-29181,Fashion,Fossil Watch, $159.0 ,1,0.05, $71.1 , $7.1 
FA-2015-29182,Fashion,T - Shirts, $248.0 ,1,0.02, $163.0 , $16.3 
FA-2015-29183,Fashion,Shirts, $196.0 ,4,0.04, $84.6 , $8.5 
FA-2015-29184,Fashion,Jeans, $218.0 ,3,0.04, $111.8 , $11.2 
FA-2015-29185,Fashion,Suits, $109.0 ,3,0.03, $19.2 , $1.9 
FA-2015-29186,Fashion,Sports Wear, $85.0 ,1,0.01, $4.2 , $0.4 
FA-2015-29187,Fashion,Casula Shoes, $122.0 ,5,0.01, $35.9 , $3.6 
FA-2015-29188,Fashion,Running Shoes, $224.0 ,4,0.05, $99.2 , $9.9 
FA-2015-29189,Fashion,Formal Shoes, $213.0 ,1,0.02, $128.7 , $12.9 
FA-2015-29190,Fashion,Sneakers, $62.0 ,4,0.02, $15.5 , $1.6 
FA-2015-29191,Fashion,Titak watch, $228.0 ,5,0.05, $91.0 , $9.1 
FA-2015-29192,Fashion,Fossil Watch, $159.0 ,2,0.03, $69.5 , $6.9 
FA-2015-29193,Fashion,T - Shirts, $248.0 ,3,0.03, $145.7 , $14.6 
FA-2015-29194,Fashion,Shirts, $196.0 ,3,0.02, $104.2 , $10.4 
FA-2015-29195,Fashion,Jeans, $218.0 ,4,0.05, $94.4 , $9.4 
FA-2015-29196,Fashion,Suits, $109.0 ,3,0.02, $22.5 , $2.2 
FA-2015-29197,Fashion,Sports Wear, $85.0 ,1,0.05, $0.8 , $0.1 
FA-2015-29198,Fashion,Casula Shoes, $122.0 ,5,0.02, $29.8 , $3.0 
FA-2015-29199,Fashion,Running Shoes, $224.0 ,1,0.02, $139.5 , $14.0 
FA-2015-29200,Fashion,Formal Shoes, $213.0 ,2,0.02, $124.5 , $12.4 
FA-2015-29201,Fashion,Sneakers, $62.0 ,1,0.01, $62.0 , $6.2 
FA-2015-29202,Fashion,Titak watch, $228.0 ,3,0.03, $127.5 , $12.7 
FA-2015-29203,Fashion,Fossil Watch, $159.0 ,4,0.03, $59.9 , $6.0 
FA-2015-29204,Fashion,T - Shirts, $248.0 ,4,0.03, $138.2 , $13.8 
FA-2015-29205,Fashion,Shirts, $196.0 ,4,0.05, $76.8 , $7.7 
FA-2015-29206,Fashion,Jeans, $218.0 ,1,0.01, $135.8 , $13.6 
FA-2015-29207,Fashion,Suits, $109.0 ,2,0.01, $26.8 , $2.7 
FA-2015-29208,Fashion,Sports Wear, $85.0 ,2,0.03, $42.5 , $4.3 
FA-2015-29209,Fashion,Casula Shoes, $122.0 ,2,0.01, $39.6 , $4.0 
FA-2015-29210,Fashion,Running Shoes, $224.0 ,5,0.04, $99.2 , $9.9 
FA-2015-29211,Fashion,Formal Shoes, $213.0 ,1,0.04, $124.5 , $12.4 
FA-2015-29212,Fashion,Sneakers, $62.0 ,2,0.05, $31.0 , $3.1 
FA-2015-29213,Fashion,Titak watch, $228.0 ,3,0.05, $113.8 , $11.4 
FA-2015-29214,Fashion,Fossil Watch, $159.0 ,3,0.03, $64.7 , $6.5 
FA-2015-29215,Fashion,T - Shirts, $248.0 ,1,0.05, $155.6 , $15.6 
FA-2015-29216,Fashion,Shirts, $196.0 ,5,0.03, $86.6 , $8.7 
FA-2015-29217,Fashion,Jeans, $218.0 ,4,0.01, $129.3 , $12.9 
FA-2015-29218,Fashion,Suits, $109.0 ,1,0.04, $24.6 , $2.5 
FA-2015-29219,Fashion,Sports Wear, $85.0 ,1,0.05, $0.8 , $0.1 
FA-2015-29220,Fashion,Casula Shoes, $122.0 ,5,0.04, $17.6 , $1.8 
FA-2015-29221,Fashion,Running Shoes, $224.0 ,1,0.03, $137.3 , $13.7 
FA-2015-29222,Fashion,Formal Shoes, $213.0 ,3,0.02, $120.2 , $12.0 
FA-2015-29223,Fashion,Sneakers, $62.0 ,3,0.04, $20.7 , $2.1 
FA-2015-29224,Fashion,Titak watch, $228.0 ,2,0.01, $143.4 , $14.3 
FA-2015-29225,Fashion,Fossil Watch, $159.0 ,1,0.04, $72.6 , $7.3 
FA-2015-29226,Fashion,T - Shirts, $248.0 ,2,0.04, $148.2 , $14.8 
FA-2015-29227,Fashion,Shirts, $196.0 ,1,0.05, $106.2 , $10.6 
FA-2015-29228,Fashion,Jeans, $218.0 ,3,0.05, $105.3 , $10.5 
FA-2015-29229,Fashion,Suits, $109.0 ,3,0.02, $22.5 , $2.2 
FA-2015-29230,Fashion,Sports Wear, $85.0 ,4,0.04, $21.3 , $2.1 
